,0,1
3120,Billesley Manor Hotel and Spa,Billesley Manor Hotel stands out for many good reasons where most other UK 4* hotels fail miserably. The hotel was immaculate and clean throughout. The bedroom that we had was refurbished and elegant. The king size bed most importantly was comfortable. Pillows superb. All the staff were well suited professional and polite Extensive grounds immaculate Food good quality and well presented All in all a good 2 night break and value for money Will return Ken Cooper
3121,Billesley Manor Hotel and Spa,"What a beautiful, peaceful location. The gardens and grounds are well kept providing a wonderful view from the terrace. We enjoyed an afternoon of cocktails in the sunshine overlooking the water feature. Our room was a good size, as was the bathroom with a shower over bath. All staff were friendly, with the perfect balance of being helpful with being obtrusive. We enjoyed a beautiful dinner, and the breakfast was varied, fresh and hot."
3122,Billesley Manor Hotel and Spa,"Our second stay at beautiful Billesley, which I can’t recommend highly enough. The hotel & grounds are lovely; the rooms are elegant & comfortable with everything a guest could need; the staff are welcoming, professional yet very friendly & helpful; the food both at breakfast & dinner was perfect. We had one of the best steaks ever on our second night! We didn’t use the pool on this visit but the spa looked lovely. You get what you pay for, Billesley is a treat & somewhere that you really don’t want to leave, always a good sign with a hotel. If only everywhere was as good. We can’t wait to return 😊"
3123,Billesley Manor Hotel and Spa,This was our second stay at Billesley Manor. We booked the 4 poster bed room as before. I would recommend booking directly with the hotel to get the best rates and rooms.The room was big and looks onto the gardens. The stay was perfect and although the hotel was full it was still peaceful. The evening meals are well cooked and look great. If you after a luxury break I would highly recommend this hotel. We hope to visit again.
3124,Billesley Manor Hotel and Spa,"This hotel is set in beautiful grounds in the middle of the countryside, close to Stratford upon Avon. The staff were all extremely helpful and friendly. The food in the restaurant was excellent. We really enjoyed our stay."
3125,Billesley Manor Hotel and Spa,"Billesley Manor is the perfect hotel to truly unwind and relax in. All the staff members are there to look after your needs, are friendly and welcoming. The hotel is beautiful inside and out. The gardens are beautiful with gorgeous planting, the common areas are luxurious and comfortable, bedrooms are elegant and include everything you need for a fabulous stay. Breakfast was excellent, with choice of hot or continental and dinner was good. A fantastic stay, just outside Stratford and one I'm keen to repeat very soon!,"
3126,Billesley Manor Hotel and Spa,"Stayed for 1nt to celebrate our anniversary, the hotel itself looks fabulous on the outside, however, that’s as far as the wow factor goes. The bedrooms are finished with to modern decor of average standard., nothing like you’d expect in a manor. The bed was far to soft for my personal preference, and I woke feeling my back was in pieces. The shower was fabulous, as were the staff. I was disappointed to discover I had to pay a further £29 for breakfast, which I thought was included in the £183 price. The breakfast itself was very mediocre, average quality ingredients, had to keep asking staff for milk. Disappointing experience. Wouldn’t return"
3127,Billesley Manor Hotel and Spa,I booked the Billesley to treat my wife and in-laws for a spa/pamper session. The staff were lovely and very helpful but the hidden charges were off putting. There is a 10% surcharge on everything which is a bit sneaky. There is only one vegan option which is quite frankly unacceptable in this day and age.
3128,Billesley Manor Hotel and Spa,We had a perfect stay at the Billesley Manor. The hotel and grounds are exquisite. The staff were incredibly helpful and lovely. The room was lovely and the pool was excellent! I wouldn’t hesitate to come back here! The food was delicious as well
3129,Billesley Manor Hotel and Spa,"Will definitely stay again! Beautiful room, beautiful grounds and we really enjoyed eating out on the patio thanks to the lovely weather. The swimming pool was very clean and had good opening hours. The hotel has a lovely atmosphere. We look forward to visiting again."
3130,Billesley Manor Hotel and Spa,"Lovely hotel, great location for visiting Stratford on Avon. Our room overlooked terrace and gardens. I would have liked breakfast to be served as opposed to buffet style because buffet was awkward to access."
3131,Billesley Manor Hotel and Spa,"Great location and facilities. Peaceful setting to get away from it all. Good rooms, not great soundproofing - interesting. Great pool and spa facilities (didn’t try treatments). Excellent gardens and grounds to relax."
3132,Billesley Manor Hotel and Spa,"The actual hotel and grounds are beautiful. The staff were excellent particularly ""pip"" on the front desk who was so helpful and friendly. "" Raffy"" the bar tender was amazing, his product knowledge was excellent and he made the best white russian cocktails ever!!! We had a junior suite which was superb and stunning views. Breakfast was busy and a buffet but was delicious. We will 100% return."
3133,Billesley Manor Hotel and Spa,"We visited this hotel to attend a wedding and stayed overnight it is absolutely beautiful set in lovely grounds, very clean , very friendly staff we would definitely visit again. I would love to come and spend some time in the spa next time."
3134,Billesley Manor Hotel and Spa,"Fabulous hotel, friendly and helpful staff. Beautiful grounds and good food. Excellent value. They even provided sunshine 😀 the terrace was lovely to have a leisurely breakfast on and the topiary area of the garden was good fun. Beautiful period hotel in an excellent location. We will be back!!"
3135,Billesley Manor Hotel and Spa,Lovely property nice grounds and garden. Slightly overpriced for food quality. Enjoyed our stay. But felt it was expensive for the breakfast and dinner provided. Would have preferred a breakfast menu with freshly cooked food. Dinner a bit too ‘nouvelle cuisine’.
3136,Billesley Manor Hotel and Spa,"Attractive building in beautiful grounds with welcoming and courteous staff. Although we had no treatments we used the pool, sauna and steam room which along with the changing rooms were all in good condition. We ate in the bar rather than the restaurant and the food was fine. Breakfast was all self service and good but we would have liked more choice ion the dried fruit and nuts and seeds line."
3137,Billesley Manor Hotel and Spa,"The hotel is beautiful and the surroundings are wonderful. I booked to stay as a relaxing day after a busy work schedule. It is such a shame that this didn't go to plan. The reception staff member was lovely and welcoming. however, this was where is ended. I sat in the restaurant for dinner which was okay but the bread arrived after the starter, which wasn't ideal but the food was great so not too much of an issue. The issue was the staff, from sitting in the restaurant to moving to sit in the bar, all I could hear were conversations between staff about other staff members. it appeared that a more senior staff member was asking the restaurant staff to ""stand up to"" another member of the team and went on to discuss in detail why. I understand there are always issues within teams,…"
3138,Billesley Manor Hotel and Spa,"We sent a couple of delightful days , the staff were friendly and most helpful. The Hotel and grounds were kept to a very high standard. Only negative the evening menu was limited and expensive when you had to add potatoes and Veg to the dish."
3139,Billesley Manor Hotel and Spa,"We booked a Cotswold Hotel break and had a really good deal for bed, breakfast and dinner on the first night. Mostly excellent. Food was stunning at dinner and the dessert blew me away. Only let down was the service was painfully slow. Breakfast was lovely. Pots of tea not a machine! Hurrah! Food again was lovely and well cooked. We were offered a breakfast time of 9:45, bit late for us, but understand that it’s too keep the food fresh and service moving. However, there was no bread for toast, at 10am. So we and another lady asked for some. The waiter was rather short with us and said ‘it’s the end of breakfast’. So if you eat late - eat quick, as apparently 15 mins is all that’s allowed! It’s not cheap, but it is quality."
3140,Billesley Manor Hotel and Spa,The grounds and gardens are excellent The room was cosy and very comfortable bed There were cobwebs above the shower and walls scuffed a little and dusty skirtings but otherwise good The reception staff were excellent as were the bar staff and restaraunt both morning and evening A very pleasant vist
3141,Billesley Manor Hotel and Spa,"We had a very relaxing weekend in this hotel, beautiful surroundings, lovely to sit in the garden in the sun and drink cocktails. Very peaceful especially at night. This a great location for visiting Stratford and we would stay here again."
3142,Billesley Manor Hotel and Spa,"May weekend. Delightful in every way: lovely historic manor house well kept; beautful setting; rural approach via meadows, trees, gardens, fountain + topiary - near to Stratford - comfortable room - good dining - tranquil terrace for sitting - plenty of history to enjoy. Polite, pleasant, friendly, helpful, approachable staff."
3143,Billesley Manor Hotel and Spa,"Beautiful, atmospheric hotel and spa in a peaceful location. Spacious, well serviced rooms,with great bathroom. Excellent spa and pool. Food and service outstanding....but the real asset is the staff!"
3144,Billesley Manor Hotel and Spa,From the minute we arrived staff were friendly and attentive. The hotel is beautiful and has a lovely feel to it. The food was very good. The bedroom was newly decorated and the bed super comfy. We would definitely go back.
3145,Billesley Manor Hotel and Spa,Well run hotel with friendly and helpful staff. Food good and nice ambience. I would choose a room in the main hotel rather than the annexes. Only slight criticism is there is no jacuzzi but pool very nice.
3146,Billesley Manor Hotel and Spa,OUR STAY WAS TO CELEBRATE A BIRTHDAY AND HAVE SOME RELAXED TIME DUE TO OUR HECTIC WORK SCHEDULES. HAVING STAYED IN MANY HOTELS AND SPA'S IT WAS A COMPLETE PLEASURE TO STAY AT BILLESLEY MANOR HOTEL AND SPA. FROM THE MOMENT WE BOOKED IN THE EXPERIENCE AND STAY SEEMED DESIGNED TO ENABLE US TO RELAX AND ENJOY THE LOCATION AND THE STAFF THROUGHOUT THE HOTEL MADE US FEEL WELCOME AND RELAXED ALMOST AS IF WE WERE THE ONLY GUESTS. THERE IS NO SENSE OF BEING RUSHED DURING YOUR STAY AND YOU ARE AWARE THEY ARE THERE WILLING TO HELP SHOULD YOU NEED THEM. THE EXPERIENCE IS SO FAR REMOVED FROM THE LARGE CHAIN HOTELS WHERE YOU FEEL LIKE A ROOM NUMBER RATHER THAN AN INDIVIDUAL OR COUPLE. WE LOOK FORWARD TO STAYING AGAIN FOR A LONGER DURATION IN THE FUTURE AND HAVE NO HESITATION TO ADVISE…
3147,Billesley Manor Hotel and Spa,"We enjoyed our 3 night stay at Bilsley Manor. The atmosphere is very relaxed and we found the staff friendly and helpful. Our room on the ground floor in the manor was really nice and quiet, and the enormous bed was extremely comfortable."
3148,Billesley Manor Hotel and Spa,"The staff, accommodation and grounds were amazing. It was quiet and tranquil. Nothing was to much bother for the staff. Definitely recommend it and also come back. Been touring the UK and by far the best hotel of the week."
3149,Billesley Manor Hotel and Spa,"This charming Country house hotel was authentic and very comfortable. The staff in all area were helpful, friendly and welcoming . The rooms and facilities were clean and comfortable. The food was very good if a little expensive. However the breakfasts were plentiful, varied and relaxed. I would definitely recommend the Billsley Hotel to anyone and will hopefully be returning."
3150,Apex City Quay Hotel & Spa,"I had an enjoyable stay in a Quay view twin room. I picked the hotel due to the location, parking and postiive reviews. All lived up to expectations. Plenty of parking although £5 per day fee is charged on arrival. We didn't use the resturant as the veggie options weren't anything special but there are plently of great resturants and cafes in Dundee just a five minute walk from the hotel.But watch out a lot of places were closed on Monday and Tuesday. The only improvements to make it a five star stay would be better curtains. During the summer months it's stays light late into the night and early in the morning. The curtains didn't meet in the middle so there was always light coming through. Next time I stay, I'll remember to bring an eyemask."
3151,Apex City Quay Hotel & Spa,Fantastic as always and room was lovely Room was very clean Reception team welcoming as usual and always smiling sorry I didn’t go for breakfast so couldn’t review restaurant Thanks for a great stay see you all again soon
3152,Apex City Quay Hotel & Spa,"I have just returned from my 6th stay at the Apex City Quay Hotel and Spa in Dundee and enjoyed my stay, the dinner on Friday night was absoltely amazing, especially the fish and chips with excellent service but the only thing that was wrong with the restaurant in the hotel was breakfast on Saturday and Sunday with poor service, but apart from that the hotel was very clean and the staff were pleasant"
3153,Apex City Quay Hotel & Spa,"2nd Time & Amazing Had a bad experience here just as covid was finishing around 2 years ago, HOWEVER, where some are quick to judge when it’s wrong, we have to be able to do the same when it’s great. The service was just right not too intrusive but in hand when needed, Very polite young lady and chatty, Not too long between starter and mains, Drinks were kept topped up. Meals were fresh and tasty, sesame Chicken, minute steak or the fish and also the side courgette fritters the wife had, all Cooked to perfection. Well done & Thank Emma for organising."
3154,Apex City Quay Hotel & Spa,The drain in our room smelled if the plug was not left in at all times. The shower flooded the bathroom if left on for more than a few minutes (i had to spend a good bit of time and most of our towels drying the room) Room was clean and large.
3155,Apex City Quay Hotel & Spa,"Very poor service from the reception lady , will not be staying in this hotel again. No greeting, no manners and not friendly at all. She needs to lighten up as will make Apex lose a lot of customers. Have put through a formal complaint to the manager."
3156,Apex City Quay Hotel & Spa,"Been to this hotel a number of times over the past 15 years. The rooms have always been first class both in comfort and cleanliness. The hotel staff are both friendly and helpful. However there has been a marked downturn in both the presentation of food during breakfast and quality. The hotel prides itself in the big W and S words of waste management and sustainability, which is fine - re-use of bath and hand towels etc. When it comes to meals and particularly breakfast which for some is an important part of the day they have dispensed with the previously perfect system of self service from heated plates of food to a now ordering hot food from a pre-selected choice. OK - its not what i would have preferred but happy enough to accept it - what I don't accept is being given food…"
3157,Apex City Quay Hotel & Spa,"Had a lovely stay at the Apex City Quay whilst visiting family. All the staff were great although Aileen from housekeeping was exceptional, a real treasure at the hotel! She went out of her way to find us some firmer pillows and arrange for maintenance to visit and fix our cold shower. These days when customer service can be in short supply she was warm, welcoming and a great asset to the hotel. We’ll definitely return."
3158,Apex City Quay Hotel & Spa,"Apex were very accommodating in requests that I had made, every transaction was smooth and pleasant. The room was very clean and well equipped. The pool is tranquil and the spa was amazing! Will absolutely stay again."
3159,Apex City Quay Hotel & Spa,"We had a fabulous stay at the Apex, food and room were very good. We will be back to enjoy more of what the east coast has to offer. This is a really good location for visiting the Fife coast and seeing its beautiful sights. 😍"
3160,Apex City Quay Hotel & Spa,Stayed fir radio 1 big weekend. Disgusting increase in prices over £600 fir 2 nights which didn't even include brekkie. Small room and the shower flooded the room every time. Staff were nice enough and location is good but expected more for the price. Not even any complimentary water.
3161,Apex City Quay Hotel & Spa,"A lovely week in this hotel.Great location for tourist venues and for accessing city restaurants etc.Very happy ,friendly staff who supported each other in their work.Good food in the bar and restaurant and a spectacularly good Classic Martini."
3162,Apex City Quay Hotel & Spa,"I've used the hotel twice now for business specifically because there is a spa. The spa is basic hits the spot when you need to unwind after a busy day of work. The staff are very friendly and this makes all the difference when staying away from home. Rebecca who works in the cafe helped me out when I was feeling a bit off the next day after an event in the hotel. Thank you, Rebecca!"
3163,Apex City Quay Hotel & Spa,Very central. Excellent room. 534. Spacious and modern. Fluffy towels Plenty parking spaces. Attentive staff. Within easy walking distance of our concert venue. Always stay here when in Dundee. Very competitive price.
3164,Apex City Quay Hotel & Spa,"Lovely hotel, clean, staff friendly and helpful, within walking distance to town. Breakfast was really good plenty of choice. Everything you needed in the rooms from irons to hairdryers fridge and coffee maker"
3165,Apex City Quay Hotel & Spa,"We have stayed at this hotel many times over the years for business. I decided to take my partner for the weekend but unfortunately our room was situated right next to an event that was taking place during our stay. We were unable to sleep or even watch TV because of the loud music. The hotel, room and staff were exceptional but unfortunately couldn’t resolve our issue. This is a lovely hotel but we may not be returning during weekends."
3166,Apex City Quay Hotel & Spa,"Fast booking on our travel in Scotland, first hotel for a reasonable price Parking (paid service) nearby the hotel. Close to the harbor and with a great view on Dundee friendly personal and a large very nice room"
3167,Apex City Quay Hotel & Spa,"I stayed at the Apex 2 weekends in a row, first on the 5th floor, then on the 2nd. Both times, the staff were sweet, helpful, and accommodating. I arrived sleep deprived from the US, and the cleaning staff cheerfully gave me more tea, milk, and cookies. They worked around my odd schedule and cleaned when I was out with family. The front desk staff, especially Jade, were wonderful: Jade gave me a map of the town center, marked stores where I might find what I wanted, and asked how I’d done when I returned. The restaurant and bar staffs were equally accommodating, friendly, and enjoyable. Just a delightful place to stay with a great staff."
3168,Apex City Quay Hotel & Spa,Excellent hotel. Was worried when driving up to the hotel as it looks run downfrom the outside. Room very modern clean and tidy. Food quality of room service very good. Staff friendly.brwakfsst was beautiful and coffee good. Was very surprised by how good this hotel was would definitely stay again
3169,Apex City Quay Hotel & Spa,"Took my friend for birthday treat. Well worth the money I paid for our experience. Highly recommended. Staff all so nice and friendly. Treatment at spa was so relaxing,we were so chilled out afterwards. Will def go again"
3170,Apex City Quay Hotel & Spa,"It was a very good experience and a pleasant stay. Room was clean and the service was excellent .Quay facing room are best for the relaxing evening time. Hotel is closure to city , walkable distance to few places of attraction. SPA , BAR & RESTURANT are the must to experience !"
3171,Apex City Quay Hotel & Spa,Noisy room due to people outside chatting/smoking often into early hour of morning. A peaceful early night wont be possible due to this. I was on first floor odd number so strongly advise you avoid this floor and side of hotel.
3172,Apex City Quay Hotel & Spa,Food was exceptional and service very good! We had a small issue in the bathroom and it was fixed in a short time frame. They were very accommodating to our needs for our children and we enjoyed the location very much.
3173,Apex City Quay Hotel & Spa,"Central, free parking, excellent food, comfortable rooms - all you would expect . Would recommend for all travellers as close to all transport hubs and attractions. If travelling to Dundee again I would book without hesitation."
3174,Apex City Quay Hotel & Spa,Not much from building on the out side but amazing on the in side. Don’t judge a book by its cover. We wanted do do loads but then ordered food and drinks to the room and never came out again was an amazing stay and would come back in a heart beat.
3175,Apex City Quay Hotel & Spa,This is an excellent hotel cit is lean and comfortable and provides easy walk to town centre and all the sights . The bathroom was luxurious.We wished the pool could have been bigger but we still enjoyed 2 swims
3176,Apex City Quay Hotel & Spa,Great location and value for money. Friendly staff who went above and beyond to give golf course recommendations when I told the person at check in the reason for my stay. He took the time to give me a range of courses and share some of his own experiences
3177,Apex City Quay Hotel & Spa,"This is our second time at the apex. The positive was the Spa area and swimming pool. A lovely area to relax. The negative, a booking in process that wanted the exact time for us to attend breakfast. In Covid times perhaps but not now. I wanted to wake up as a when and then go to breakfast at anytime before 10 and that wasn’t an option. Our room overlooked the water which was lovely but the windows were covered in bird ……. We had a toasted sandwich one evening and sadly it wasn’t impressive. We will be trying somewhere else for our next visit."
3178,Apex City Quay Hotel & Spa,Great location close to motorway & local bars restaurants. Staff helpful and friendly Gym & changing rooms clean and good equipment. Restaurant & bar area very nice alot of options to choose from. Overall a great stay will be staying again soon.
3179,Apex City Quay Hotel & Spa,It's very close to city center with walk distance of 10min and a lot of restaurant and pubs. Gym was satisfied with as had the standard machines to practice on. Breakfast could be improved for us coming from abroad of UK have some other expectations then only toast on the International options as maybe a bun.
3180,Apex City Quay Hotel & Spa,"Great value spa DB&B deal. Spa very good, even treatment. Dinner was excellent which we were not expecting as was brealfast.booking treatments & dinner coild have been better. I had to call several times to arrange, more so re dinner for which there was no time choice."
3181,Apex City Quay Hotel & Spa,"I booked me and my now wife at this hotel for our wedding night. Initially I used it as a hub for myself and groomsmen to get ready. The experience from start to finish was exceptional, the staff were prompt, kind and efficient - they even gave us a drinks voucher for our wedding day. The room - I booked the master suite, and wow, lavish and comfortable! We loved the complimentary rubber duck. The food - The service and selection of buffet and hot foods for breakfast was excellent. We would like to thank Apex City Quay for making our stay feel welcomed and appreciated on our wedding day."
3182,Apex City Quay Hotel & Spa,"Had a lovely weekend at the hotel . Staff were all very polite and very helpful. Location is good if you don't have a car as near bus and rail station . Room was spacious and clean ,breakfast set you up for the day plenty off variety . Will definitely be back"
3183,Apex City Quay Hotel & Spa,"Very comfortable, clean hotel convenient for the Discovery and V&A museums, railway station and city centre. Breakfast sausage slightly disappointing, but otherwise good with generally friendly and helpful staff. However, I do struggle with waiters young enough to be my grandson addressing me as ""mate""."
3184,Apex City Quay Hotel & Spa,"A must if you plan a trip to Dundee . Staff are amazing and go above and beyond to ensure your stay is perfect. Rooms are clean and a great size and offer amazing views . Breakfast is amazing, loads to offer."
3185,Apex City Quay Hotel & Spa,"Great hotel and comfort, high standard, for a premium price, would recommend to others. The room was warm with no air con was the only down fall we could rate, food and drinks menu was also perfect, and location outstanding"
3186,Apex City Quay Hotel & Spa,Had a great stay here with friends Super large room with great view to V&A and Tay Bridge. Comfortable bed. Large bathroom with walk in shower and bath. Used the spa which was great and food was delicious. Staff professional and friendly. Great location and free parking.
3187,Apex City Quay Hotel & Spa,"We both had an exceptional stay and nothing was too much trouble. The staff went out their way to make us feel very relaxed and comfortable. The breakfast and bar menu was lovely, it’s always nice to try something new. The hotel is very central to the local tourist attractions. We will definitely be back in the near future."
3188,Apex City Quay Hotel & Spa,Hotel and facilities fair Extremely warm in mild weather so would not recommend in warmer months uncomfortable sleep and breakfast quality of food not the best. Pool and spa facilities are a bonus Although can be very busy at peak times.
3189,Apex City Quay Hotel & Spa,"A nice hotel in a fantastic location just a stone's throw from the V&A and Discovery Centre. Great staff who provided a warm friendly welcome. Good room with great view over the old dock. Bar service was slow but that happens when there's only one barman and he's swamped making cocktails. Restaurant fair, but having paid for breakfast I wouldn't do so again. There are plenty of coffee shops and cafes close by that provide better value... unless of course you need to eat early. Would I stay again.. yes, and I probably will."
3190,Apex City Quay Hotel & Spa,"Wonderful modern spotlessly clean rooms. We used the pool / spa, free lockers, it was clean and tidy. Friendly staff during check in and check out. There is a large car park right beside the hotel which has ample spaces. I would have no hesitation in recommending this hotel to anyone."
3191,Apex City Quay Hotel & Spa,Apex Quay is a well appointed hotel close to the airport and city centre. I went with family and we booked two rooms. Our room had gorgeous views of the Quay. The bed was super comfortable. Bathroom had a separate shower unit and a bath and was well lit. The staff were very friendly and welcoming. We wanted to eat in the restaurant but there was no availability. The restaurant has an extensive menu that would please all palates. There is a spa on site but we didn’t get a chance to use it but hopefully for the next time to stay longer
3192,Apex City Quay Hotel & Spa,Have very enjoyable stay in Apex hotel very good location and very friendly staff. Worth to recommend to everyone who want visit Dundee .I will definitely recommend and coming back for another stay .Many thanks
3193,Apex City Quay Hotel & Spa,We had a very warm welcome at the Apex. All staff members were friendly and helpful. The room was clean and spacious. The restaurant food was delicious including dinner and breakfast. Excellent location for sight seeing and shopping. Excellent value for money. Would definitely go back.
3194,Apex City Quay Hotel & Spa,Stayed here for a staycation family break as we live in Dundee. The hotel itself is nice and clean and the rooms of a good quality if unspectacular. We had a lovely view of the city quay and it was nice to look out onto it. There is a charge for parking which frankly is a bit of a cheek for Dundee so be aware of this. The swimming pool is very nice and the changing rooms are great and despite it obviously being a popular gym for local residents it is very clean. The only downside with the pool is the splash times for kids which off season seem a little unnecessary. Unfortunately on the day we checked out because breakfast had taken so long we only had 15 minutes to get a swim and the staff were almost going to refuse us entry and had a bit of an attitude. The real downside…
3195,Apex City Quay Hotel & Spa,"Very nice hotel. Staff were very poilite and helpful. Very quick check-in. The family room was very spacious and clean. We ate in the hotel and pre booked the evening meal. Two courses & a cocktail for £21 each. The children's menu was really good. Good value for money & a good choice. Children ate free. We also ate breakfast at the hotel. The food was really good. A good choice at breakfast from the hot menu & plenty of fruit, cereal etc. There is a parking fee. Nice addition to the room was the rubber duck."
3196,Apex City Quay Hotel & Spa,"Took advantage of the Blamazing package. The stay was great. Lots of treats for children and lovely dinner menu for them. Dinner allowance and a cocktail was a great benefit. Although we didn't use them, the hotel has pool, gym and spa facilities"
3197,Apex City Quay Hotel & Spa,"Would thoroughly recommend this hotel Our second stay. Pool area is fab for families and a wee steam/sauna/jacuzzi too after a day out. Proximate walking distances to all sights such as V&A, RRS Discovery, Verdant works. Provided us with a walking tour map for our Beano fan which was fun. Also enjoyed the Beano Family Room with goodies which made the trip for our son. Close to local restaurants and hotel has parking. Room also has a window which opens - always a plus for us as I always get too hot in hotel rooms. Beds very comfy. Overall all staff were amazing - so friendly and helpful. Food in restaurant excellent and breakfast was above par! Would thoroughly recommend and always book directly with hotel for best deals and request."
3198,Apex City Quay Hotel & Spa,The hotel is nice. I stayed on the 5th floor the room was too warm. This hotel does not have Air condition. They provide a small fan and the windows will open to allow fresh air.they people were very friendly and the hotel is located on the water.
3199,Apex City Quay Hotel & Spa,Hotel and staff very good if you drink Bicardi find another Hotel they don't have any for a 4star Hotel this is not good enough this must be apex policy The group must get a deal on Havana club rum will not be back in any apex hotel
3200,Grange Hotel,"From the moment we walked in we were blown away by the hospitality and friendliness of the staff. It was my wife’s birthday and they made such a fuss. Our room was spectacular with amazing views over the village and hills. The bed was the comfiest we’ve slept in at a hotel, there was a smart TV, a nespresso machine in the room and a spacious bathroom. By far the biggest surprise and delight was dinner- this was exceptional. The presentation and flavours of the dishes were out of this world- and we have eaten in a few Michelin star restaurants before! We had dinner 2 nights and both were on par. As there is always room for improvements, our suggestions would be: there is a lovely terrace above the dining hall and it would be nice to have a few sun loungers on there as it is a…"
3201,Grange Hotel,"The hotel room had very Squeaky floor borads in room 202 although very nice room,the plumbing made a very strange sound through the night and woke us up.There should be a bar staff all the time but wasnt to be seen very often.At breakfast it was a self service system with very limited items,we didnt like the full english,not good quality.We had porridge what we had to order it took a long time to come to our table,the service was very slow.I had to ask for coffee and the staff would go to the table and bring this to us and the put it back on the table creating more unnecessary work for them selfs .The dinner was very good which we enjoyed."
3202,Grange Hotel,"One of the nicest, friendly hotels I have stayed in. The location was fantastic to see the local area and to get train to other areas close by. Although short-staffed due to unforeseen circumstances, nothing was to much trouble for any of them. The views and weather was fantastic."
3203,Grange Hotel,"I was hoping for an excellent stay at the Grange due to its 4 star ratings, but I was met with disappointment after my 2 night stay. The hotel hardly met the basic criteria of an average accommodation - the shampoo/conditioner was completely out, the tissue box was left empty upon our arrival, and room service was not possible due to the fact that no one would pick up the phone. The room was scorching hot at night even though the temperature was cool outside. We had all windows open and we still couldn’t get to sleep due to the heat. We paid £11 for 2 portions of ice cream and the order came out incorrectly. The only thing that my partner and I enjoyed was the bath we had in our room and the huge bed. If you’re wanting to stay here to visit Windermere, I would recommend staying…"
3204,Grange Hotel,What a wonderful hotel our room lovely absolutely first class staff nothing was to much trouble clean beautiful grounds really can't give this place enough praise can't wait to return in August thank you all
3205,Grange Hotel,"Our 2nd visit to the Grange Hotel, the first being in 2021 when some covid restrictions were still in place and times were different. Now however, things are normal and I had high expectations. The hotel is beautifully appointed and we had very nice rooms. The location is enviable, and we love the town - we had an excellent meal in Akhi, the Indian restaurant. The ladies on reception were very pleasant and helpful. Breakfast was very good with lots of choice, although we were twice poured tea when we asked for coffee. However, it is all let down by the male bar staff. On each occasion we approached the bar, we were initially ignored. The bar area was always very quiet so it wasn’t because they were busy, and apart from once, weren’t even serving another guest. When eye…"
3206,Grange Hotel,"We really enjoyed our stay, great views and very helpful and friendly staff. A character hotel which is right next to the station and close to town centre. There is an indoor pool if you wish to use it. Would recommend."
3207,Grange Hotel,"We had a fantastic overnight stay, gorgeous room with a roll top bath!!! Had a three course meal food was amazing and the fizz and canapés were a lovely touch. Staff were lovely pointed us in the right direction to go for a walk before checking in, and we had a lovely drink in the garden when we got back. Thank you so much for making our wedding anniversary so special."
3208,Grange Hotel,"Stayed at the grange for 1 night on a buy a gift voucher, it’s a lovely area but very quiet not much to at all the hotel itself is a massive place really nice outside for having a drink in the sun ,driving to here from a visit to bowness first was an experience you go through which really is people’s back gardens !! There is not much signs for here an the parking at the hotel is quite bad we did manage to get a space but other wise you have to park just outside it an if it’s raining it’s no good, the room we stayed In was very old fashioned BUT this is what the hotel is about I’m not having a go it’s just not for me an my wife’s liking breakfast was ok had to ask do they do vegetarian sausages they do but did not get offered these by the man who sat us down it was only when…"
3209,Grange Hotel,"Fantastic chef in the restaurant, but sadly breakfast buffet is of a much lower standard. Stayed twice in May, bedrooms are faded and en suites are in need of a major facelift. Many of the staff, particularly bar staff need trained in customer service."
3210,Grange Hotel,There was loud noise from a wedding until midnight. That ruined our first evening and made things very unpleasant. The hotel didn’t inform us about it before our arrival. Also they badly handled the situation when we complained about it. They made a discount when we were checking out but it was too late as our experience was already ruined. It is not always about money; it’s about great customer service and transparency.
3211,Grange Hotel,"The hotel was easy to find in an excellent location. We stayed to go to Cartmel races which is a 50 minute walk or a train to Cark and bus to the course. The hotel was lovely, picturesque and although a little bit dated in areas, this added to its comfortable charm. The staff were all very friendly so all in all a nice stay and will definitely go back!"
3212,Grange Hotel,upgraded to a front room with sea view but all you could see was tree tops unless you hung right out of the window looking to your left and the room was small with mildew on the grout of the bath tiling. We have stayed at Grange many times before and room 109 was not what we had been used to . The food however is just as good as it has always been
3213,Grange Hotel,"Just returned from a3 night break at the Grange hotel. This was for the start of our honeymoon and we were very satisfied with the hotel. Our room wasn't what we booked but far far better and bigger,a nice upgrade. Staff were very pleasant and helpful A lovely place and within walking distance to other venues We shall return again"
3214,Grange Hotel,"We have just spent a very comfortable and pleasant 3 nights at the Grange Hotel. The room allocated to us was not suitable due to our mobility problems. immedialtly upgraded to a much bigger and accessable room. The food was excellent, the service also very good, nothing too much trouble! Staff charming and helpful. We will return! If you want a quiet break in beatiful surrondings, close to the Lake District, Grange over Sands is the place to head!"
3215,Grange Hotel,"The hotel was very clean and staff were very welcoming. We had a very good massage off Beth. Beth was so welcoming and made us feel so relaxed and nothing was too much trouble. Also the bar staff were very friendly. I think we would return but in a different room, maybe one with a window to the outside of the hotel."
3216,Grange Hotel,"We just left after a two night stay at the hotel and had a brillant time, the facilities were great including the room and the spa area, breakfast was superb and the hotel is very well located for exploring the Lake District, cannot recommend the hotel and the friendly staff highly enough"
